parent_id	parent_published	parent_title	result_id	system	version	claim	metric_scope	qualifying_basis	primary_source	artifact_status	disposition_code	disposition	source_card	class_definition
2603.23146	2026-03-24	Why AI-Generated Text Detection Fails: Evidence from Explainable AI Beyond Benchmark Accuracy	2603.23146:optimized-logistic-regression	Optimised Feature Set + Logistic Regression	PAN-trained classifier	95.48% F1 and 94.09/94.19/96.80% accuracy/precision/recall; cross-dataset F1 falls to 76.53%	Tables 4-8	Multiple evaluation metrics exceed 0.90	https://arxiv.org/abs/2603.23146	No immutable fitted classifier, selected-feature bundle, threshold, or inference timing is released.	reconstruction_only	The lightweight fit is irrelevant because the high matched result fails transfer and cannot be reproduced as the paper state.	Embedded source card E25	only a non-paper-state reconstruction can be built
2603.23146	2026-03-24	Why AI-Generated Text Detection Fails: Evidence from Explainable AI Beyond Benchmark Accuracy	2603.23146:optimized-random-forest	Optimised Feature Set + Random Forest	PAN-trained classifier	95.82% F1 and 94.51/94.12/97.58% accuracy/precision/recall; cross-dataset F1 falls to 74.86%	Tables 4-8	Multiple evaluation metrics exceed 0.90	https://arxiv.org/abs/2603.23146	No immutable fitted forest, selected-feature bundle, threshold, or inference timing is released.	reconstruction_only	Strong matched metrics do not transfer and the missing exact state prevents a scientifically meaningful bounded screen.	Embedded source card E25	only a non-paper-state reconstruction can be built
2603.23146	2026-03-24	Why AI-Generated Text Detection Fails: Evidence from Explainable AI Beyond Benchmark Accuracy	2603.23146:optimized-svc	Optimised Feature Set + SVC	PAN-trained classifier	97.34% F1 and 96.55/96.71/97.97% accuracy/precision/recall; cross-dataset F1 falls to 76.59%	Tables 4-8	Multiple evaluation metrics exceed 0.90	https://arxiv.org/abs/2603.23146	The paper specifies the feature/training pipeline but releases no immutable fitted SVC, threshold, or timing.	reconstruction_only	Strong in-domain results collapse across datasets; rebuilding a new classifier would not reproduce the paper state or general accuracy.	Embedded source card E25	only a non-paper-state reconstruction can be built
2603.23146	2026-03-24	Why AI-Generated Text Detection Fails: Evidence from Explainable AI Beyond Benchmark Accuracy	2603.23146:optimized-xgboost	Optimised Feature Set + XGBoost	PAN-trained classifier	96.94% F1 and 96.04/96.45/97.45% accuracy/precision/recall; cross-dataset F1 falls to 67.23%	Tables 4-8	Multiple evaluation metrics exceed 0.90	https://arxiv.org/abs/2603.23146	No immutable fitted XGBoost model, selected-feature bundle, threshold, or inference timing is released.	reconstruction_only	Near-perfect in-domain metrics coexist with severe cross-dataset collapse and do not justify a non-paper-state reconstruction.	Embedded source card E25	only a non-paper-state reconstruction can be built
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:binoculars-qwen	Binoculars	Qwen2.5-7B-Instruct/Qwen2.5-7B	0.9890 normal, 0.9350 at 256 tokens, and 0.9800 at 512 tokens but 0.8317 overall macro F1	Chinese shared-task Table 3	Normal and length-bucket cells exceed 0.90	https://arxiv.org/abs/2401.12070	Primary public method is preserved and already assessed as the incumbent control; no new state is introduced.	existing_control	High familiar slices and severe perturbation collapse do not supersede the stored DW1 operating-point and speed evidence.	Embedded source card E6	already assessed public method retained only as a control
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:chinese-roberta	ChineseRoBERTa	general-length classifier	0.9177 macro F1 at 512 tokens but 0.7701 overall	Chinese shared-task Table 3	One length-bucket cell exceeds 0.90	https://arxiv.org/abs/2603.27949	The paper describes training but releases no immutable trained classifier, threshold, or inference package.	reconstruction_only	One long-text Chinese slice beside weak overall and attack results cannot justify reconstructing an unfrozen state.	Embedded source card E6	only a non-paper-state reconstruction can be built
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:chinese-roberta-extreme-short	ChineseRoBERTa	extreme-short classifier	0.9057 at 256 tokens and 0.9250 at 512 tokens but 0.8377 overall macro F1	Chinese shared-task Table 3	Length-bucket cells exceed 0.90	https://arxiv.org/abs/2603.27949	The paper describes the length specialist but releases no immutable trained state, threshold, or timing.	reconstruction_only	Selected length buckets do not overcome weak overall/adversarial evidence or the missing paper state.	Embedded source card E6	only a non-paper-state reconstruction can be built
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:ensemjudge	EnsemJudge	full ensemble	0.9922 macro F1	Official Chinese shared-task test set	Aggregate macro F1 exceeds 0.90	https://arxiv.org/abs/2603.27949	No frozen ensemble package or trained component states are released.	retain_reject	The many-model ensemble includes optional in-context generation, is Chinese-task-specific, and has no plausible near-Binoculars latency basis.	Embedded source card E6	individually reviewed result fails one or more fixed evidence gates
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:fastdetectgpt-analytical-glm	FastDetectGPT-analytical	GLM-4-9B-Chat	0.9414 normal and 0.9079 at 512 tokens but 0.8140 overall macro F1	Chinese shared-task Table 3	Normal and one length-bucket cell exceed 0.90	https://arxiv.org/abs/2310.05130	The method is public, but the GLM proxy configuration and thresholds are not released as an immutable detector package.	existing_control	Two high Chinese slices beside weak overall/adversarial results and a nine-billion-parameter proxy do not support promotion.	Embedded source card E6	already assessed public method retained only as a control
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:fastdetectgpt-analytical-qwen	FastDetectGPT-analytical	Qwen2.5-7B-Instruct	0.9775 normal, 0.9160 at 256 tokens, and 0.9600 at 512 tokens but 0.8146 overall macro F1	Chinese shared-task Table 3	Normal and length-bucket cells exceed 0.90	https://arxiv.org/abs/2310.05130	The baseline formula is public, but this analytical proxy configuration has no frozen submitted state or timing.	existing_control	High selected slices coexist with attack collapse and a weak aggregate, so they do not alter the existing FastDetectGPT disposition.	Embedded source card E6	already assessed public method retained only as a control
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:fastdetectgpt-qwen	FastDetectGPT	Qwen2.5-7B/Qwen2.5-7B-Instruct	0.9387 normal and 0.9230 512-token macro F1 but 0.8298 overall	Chinese shared-task Table 3	Normal and length-bucket cells exceed 0.90	https://arxiv.org/abs/2310.05130	Primary public method is preserved as an existing control; the paper supplies no new frozen configuration or timing.	existing_control	High familiar and long-text cells beside weak adversarial/overall results do not establish a new general detector.	Embedded source card E6	already assessed public method retained only as a control
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:glm-lora	GLM-4-9B-Chat LoRA	shared-task classifier	0.9895 normal, 0.9529 paraphrase, 0.9920 perturbation, and 0.9970 at 512 tokens but 0.8907 overall	Chinese shared-task Table 3	Attack and length-bucket cells exceed 0.90	https://arxiv.org/abs/2603.27949	No official LoRA adapter, classifier checkpoint, threshold artifact, or inference timing is released.	reconstruction_only	Multiple high task slices still leave a sub-0.90 aggregate and no reproducible nine-billion-parameter detector state.	Embedded source card E6	only a non-paper-state reconstruction can be built
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:hybrid-feature-roberta	HybridFeatureRoBERTa	general-length classifier	0.9214 normal, 0.9020 perturbation, and 0.9309 at 512 tokens but 0.8555 overall	Chinese shared-task Table 3	Normal, attack, and length-bucket cells exceed 0.90	https://arxiv.org/abs/2603.27949	The paper describes the feature model but releases no immutable trained classifier, feature bundle, or timing.	reconstruction_only	High isolated slices with weak aggregate performance and missing state cannot support a general low-FPR or speed screen.	Embedded source card E6	only a non-paper-state reconstruction can be built
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:hybrid-feature-roberta-extreme-short	HybridFeatureRoBERTa	extreme-short classifier	0.9160 at 256 tokens and 0.9148 at 512 tokens but 0.8204 overall macro F1	Chinese shared-task Table 3	Length-bucket cells exceed 0.90	https://arxiv.org/abs/2603.27949	No immutable trained length-specialist state, threshold artifact, or inference timing is released.	reconstruction_only	Two length-specific high cells beside weak overall and attack results do not justify a reconstruction or promotion.	Embedded source card E6	only a non-paper-state reconstruction can be built
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:qwen-lora	Qwen2.5-7B-Instruct LoRA	general-length variant	0.9409 macro F1	Official Chinese shared-task test set	Aggregate macro F1 exceeds 0.90	https://arxiv.org/abs/2603.27949	Paper describes training but releases no LoRA adapter or frozen detector state.	reject_scope	A seven-billion-parameter Chinese-only classifier without a public adapter, low-FPR transfer result, or timing is not a general fast replacement.	Embedded source card E6	result is restricted to a language, domain, task, or metric outside DW1
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:qwen-lora-extreme-short	Qwen2.5-7B-Instruct LoRA	extreme-short variant	0.9057 macro F1	Official Chinese shared-task test set	Aggregate macro F1 exceeds 0.90	https://arxiv.org/abs/2603.27949	Paper describes the variant but releases no LoRA adapter or frozen detector state.	reject_scope	The result is length-specialized and Chinese-only, with no frozen adapter, cross-distribution low-FPR evidence, or fixed speed measurement.	Embedded source card E6	result is restricted to a language, domain, task, or metric outside DW1
2603.27949	2026-03-30	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	2603.27949:qwen-lora-short	Qwen2.5-7B-Instruct LoRA	short-text variant	0.9572 macro F1	Official Chinese shared-task test set	Aggregate macro F1 exceeds 0.90	https://arxiv.org/abs/2603.27949	Paper describes the variant but releases no LoRA adapter or frozen detector state.	reject_scope	The high shared-task score is length-specialized and Chinese-only and lacks a public artifact or like-for-like deployment evidence.	Embedded source card E6	result is restricted to a language, domain, task, or metric outside DW1
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:dna-detectllm	DNA-DetectLLM	paper implementation	0.9263 Composition mean and up to 1.0000 generator AUROC, with other domain means as low as 0.6226	C-ReD Table 2 and full Table 11	One domain aggregate and several generator cells exceed 0.90	https://arxiv.org/abs/2509.15550	Primary paper and official source are public and preserved; inference iteratively constructs an ideal replacement sequence.	exclude_regeneration	The mutation-repair mechanism violates the no-regeneration gate, and the high Chinese cells do not change that exclusion.	Embedded source card E5	inference constructs a replacement sequence
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:entropy	Entropy	GPT-J-6B score	0.9253 Q&A mean AUROC, with other domain means from 0.6873 to 0.8427	C-ReD Table 2 and full Table 11	One domain aggregate and several generator cells exceed 0.90	https://aclanthology.org/P19-3019/	The public token-entropy method has no new C-ReD state, threshold bundle, or comparable timing.	existing_control	The isolated high Chinese domain and generator cells coexist with weak transfer and provide no newest deployable candidate evidence.	Embedded source card E5	already assessed public method retained only as a control
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:fastdetectgpt	FastDetectGPT	GPT-J-6B proxy	Up to 0.9997 generator AUROC while the best domain mean is 0.8952	C-ReD full Table 11	Several generator cells exceed 0.90	https://arxiv.org/abs/2310.05130	Primary paper and official implementation are preserved and already assessed as a DW1 control.	existing_control	The high generator-specific Chinese cells remain beside sub-0.90 domain means and introduce no newer state or conclusion change.	Embedded source card E5	already assessed public method retained only as a control
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:imbd	C-ReD ImBD	C-ReD Q&A fine-tune	0.9751-0.9918 AUROC on external M4 Chinese transfer and 0.9831-0.9951 selected aggregates	C-ReD-trained Chinese transfer tables	External transfer aggregates exceed 0.90	https://arxiv.org/abs/2604.11796	Base implementation is cited, but the C-ReD LoRA adapter and classifier state are not released.	reject_scope	The result is a Chinese Q&A-trained specialist state with no frozen adapter, broad general-document comparison, or near-Binoculars speed evidence.	Embedded source card E5	result is restricted to a language, domain, task, or metric outside DW1
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:lapd	LAPD	published zero-shot method	Five-domain AUROC values 0.8857, 0.9528, 0.9726, 0.9407, and 0.9150	C-ReD Chinese benchmark across domains	Four domain aggregates exceed 0.90	https://arxiv.org/abs/2604.16923	Official paper/code are preserved and prior screening established the auxiliary-sample inference path.	exclude_multi_perturbation	LAPD uses 10,000 categorical auxiliary samples at inference, violating the fixed multi-perturbation boundary despite strong Chinese rows.	Embedded source card E5	inference aggregates multiple target perturbations
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:lastde-plus-plus	Lastde++	GPT-J-6B proxy	Up to 0.9987 generator AUROC while the best domain mean is 0.8821	C-ReD full Table 11	Several generator cells exceed 0.90	https://arxiv.org/abs/2410.06072	Primary paper and official code are public; inference aggregates multiple sampled perturbations for normalization.	exclude_multi_perturbation	The defining sampled-perturbation path violates the method boundary, and isolated high cells coexist with weak domain means.	Embedded source card E5	inference aggregates multiple target perturbations
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:log-likelihood	Log-Likelihood	GPT-J-6B score	0.9343 Q&A mean AUROC, with other domain means from 0.7326 to 0.8433	C-ReD Table 2 and full Table 11	One domain aggregate and several generator cells exceed 0.90	https://arxiv.org/abs/2604.11796	The formula is public but depends on white-box proxy likelihoods; no C-ReD calibration artifact or fixed detector state is released.	existing_control	A high Chinese Q&A slice beside weak domain transfer does not establish a new general detector or near-Binoculars deployment result.	Embedded source card E5	already assessed public method retained only as a control
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:log-rank	Log-Rank	GPT-J-6B score	0.9301 Q&A mean AUROC, with other domain means from 0.7372 to 0.8473	C-ReD Table 2 and full Table 11	One domain aggregate and several generator cells exceed 0.90	https://aclanthology.org/P19-3019/	The public rank-based score has no new C-ReD detector state, calibration bundle, or timing.	existing_control	High Q&A and selected-generator cells do not overcome weak cross-domain transfer or establish a newest general replacement.	Embedded source card E5	already assessed public method retained only as a control
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:lrr	LRR	GPT-J-6B score	Up to 0.9943 generator AUROC while every five-domain mean is at most 0.8473	C-ReD full Table 11	One or more generator cells exceed 0.90	https://arxiv.org/abs/2306.05540	Primary method and public code are preserved as an older DW1 comparison control; no new C-ReD state is released.	existing_control	Isolated Chinese-generator cells do not overturn the prior same-host accuracy gap or supply a new fixed threshold and timing.	Embedded source card E5	already assessed public method retained only as a control
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:remodetect	ReMoDetect-DeBERTa	public pretrained comparison state	Five-domain AUROC values 0.9731, 0.8731, 0.9755, 0.8652, and 0.9126	C-ReD Chinese benchmark across domains	Three domain aggregates exceed 0.90	https://arxiv.org/abs/2604.11796	C-ReD used a public pretrained Hugging Face state, but no new frozen C-ReD-trained state or fixed DW1 timing is supplied.	reject_scope	The strong rows are Chinese-domain benchmark results for an older comparison detector and do not establish a newest general English replacement.	Embedded source card E5	result is restricted to a language, domain, task, or metric outside DW1
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:roberta-base	C-ReD RoBERTa-base	C-ReD fine-tuned	0.9965 in-distribution average and 0.9120-0.9860 on selected domain/generator aggregates	C-ReD-trained Chinese classifier tables	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2604.11796	Training code/dataset are public; the paper's trained RoBERTa-base state is not frozen or released.	reject_scope	High matched Chinese results do not survive every domain and cannot be reproduced as the paper state; no fixed low-FPR or speed comparison exists.	Embedded source card E5	result is restricted to a language, domain, task, or metric outside DW1
2604.11796	2026-04-13	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	2604.11796:roberta-large	C-ReD RoBERTa-large	C-ReD fine-tuned	0.9999 in-distribution average and 0.9537-0.9965 on selected domain/generator aggregates	C-ReD-trained Chinese classifier tables	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2604.11796	Training code/dataset are public; the paper's trained RoBERTa-large state is not frozen or released.	reject_scope	The near-perfect values are Chinese C-ReD-aligned results without a public trained state, general English transfer, low-FPR row, or timing.	Embedded source card E5	result is restricted to a language, domain, task, or metric outside DW1
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:binoculars	Binoculars	public implementation	0.99 best, 0.60 worst, and 0.79 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC reaches 0.90	https://arxiv.org/abs/2401.12070	Official implementation and primary paper are already preserved as the incumbent control.	existing_control	The 0.99 H3C+ QA cell does not erase a 0.60 worst case or promote an older incumbent; the broad mean is 0.79 and no new state is introduced.	Embedded source card E20	already assessed public method retained only as a control
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:biscope-arxiv	BiScope	Arxiv-trained variant	1.00 best, 0.51 worst, and 0.77 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC reaches 1.00	https://doi.org/10.52202/079017-3307	Primary paper, official source, and data are public; the evaluation paper trained this fitted variant because the release names no single best checkpoint.	reconstruction_only	A reconstructed domain-trained classifier with a perfect isolated cell, 0.51 worst case, and no frozen threshold or timing is not a new runnable candidate.	Embedded source card E20	only a non-paper-state reconstruction can be built
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:biscope-creative	BiScope	Creative-trained variant	1.00 best, 0.59 worst, and 0.77 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC reaches 1.00	https://doi.org/10.52202/079017-3307	Primary paper, official source, and data are public; the evaluation paper trained this fitted variant because the release names no single best checkpoint.	reconstruction_only	The perfect H3C+ QA cell is narrow and the variant remains reconstruction-only with a 0.59 worst case, 0.77 mean, and no fixed timing.	Embedded source card E20	only a non-paper-state reconstruction can be built
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:biscope-essay	BiScope	Essay-trained variant	1.00 best, 0.57 worst, and 0.76 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC reaches 1.00	https://doi.org/10.52202/079017-3307	Primary paper, official source, and data are public; the evaluation paper trained this fitted variant because the release names no single best checkpoint.	reconstruction_only	The perfect RAID cell does not overcome a 0.57 worst case, reconstruction-only state, absent fixed operating point, and absent comparable timing.	Embedded source card E20	only a non-paper-state reconstruction can be built
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:biscope-yelp	BiScope	Yelp-trained variant	0.99 best, 0.55 worst, and 0.75 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC exceeds 0.90	https://doi.org/10.52202/079017-3307	Primary paper, official source, and data are public; the evaluation paper trained this fitted variant because the release names no single best checkpoint.	reconstruction_only	The 0.99 H3C+ QA cell belongs to an evaluator-trained variant with a 0.55 worst case and no immutable model, calibration, or speed evidence.	Embedded source card E20	only a non-paper-state reconstruction can be built
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:detective-m4gt	DeTeCtive	M4GT checkpoint/database variant	0.96 best, 0.51 worst, and 0.66 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC exceeds 0.90	https://arxiv.org/abs/2410.20964	Official source and dataset-specific checkpoint are public, but inference requires a retained embedded training database and K-nearest-neighbor lookup.	exclude_retrieval	The retained-database KNN stage violates the no-retrieval gate; the matched M4GT high cell accompanies a 0.51 worst case and 0.66 mean.	Embedded source card E20	inference retrieves or looks up retained training/reference material
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:detective-mage	DeTeCtive	MAGE checkpoint/database variant	0.95 best, 0.50 worst, and 0.79 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC exceeds 0.90	https://arxiv.org/abs/2410.20964	Official source and dataset-specific checkpoint are public, but inference requires a retained embedded training database and K-nearest-neighbor lookup.	exclude_retrieval	The retained-database KNN stage violates the no-retrieval gate; the MAGE-aligned high cell also falls to chance and has no comparable deployment timing.	Embedded source card E20	inference retrieves or looks up retained training/reference material
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:detective-outfox	DeTeCtive	OUTFOX checkpoint/database variant	0.92 PERSUADE accuracy and 0.93 original-data recall, but 0.65 mean human accuracy	Novel-human Table 3	Accuracy or recall exceeds 0.90	https://arxiv.org/abs/2410.20964	Official source and dataset-specific checkpoints are public, but inference requires retained embedded training data and K-nearest-neighbor lookup.	exclude_retrieval	The retained-database KNN stage violates the no-retrieval gate, and the one-sided high cells coexist with weak mean human accuracy and no comparable timing.	Embedded source card E20	inference retrieves or looks up retained training/reference material
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:detective-turingbench	DeTeCtive	TuringBench checkpoint/database variant	0.90 original-data recall but only 0.03 mean novel-human accuracy	Novel-human Table 3	Recall reaches 0.90	https://arxiv.org/abs/2410.20964	Official source and dataset-specific checkpoints are public, but inference requires retained embedded training data and K-nearest-neighbor lookup.	exclude_retrieval	The retained-database KNN stage violates the no-retrieval gate; 0.90 machine recall beside 0.03 human accuracy is not balanced detection evidence.	Embedded source card E20	inference retrieves or looks up retained training/reference material
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:fdg-falcon-7b	FastDetectGPT	Falcon-7B scoring variant	1.00 best, 0.59 worst, and 0.80 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC reaches 1.00	https://arxiv.org/abs/2310.05130	Official FastDetectGPT code is public and preserved; this larger proxy variant adds no new frozen detector state.	existing_control	The best mean among these variants is still only 0.80 with a 0.59 worst case, while a 7B proxy supplies no basis for a newer faster replacement.	Embedded source card E20	already assessed public method retained only as a control
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:fdg-gpt-j	FastDetectGPT	GPT-J-6B scoring variant	1.00 best, 0.50 worst, and 0.77 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC reaches 1.00	https://arxiv.org/abs/2310.05130	Official FastDetectGPT code is public and preserved; this proxy variant adds no new frozen detector state.	existing_control	Perfect H3C+ QA AUROC coexists with chance-level worst-case transfer and a 0.77 mean; no distinct release or near-Binoculars replacement follows.	Embedded source card E20	already assessed public method retained only as a control
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:fdg-gpt-neo	FastDetectGPT	GPT-Neo-2.7B scoring variant	1.00 best, 0.48 worst, and 0.77 mean AUROC	Seven-dataset Table 2 extrema and mean	One dataset AUROC reaches 1.00	https://arxiv.org/abs/2310.05130	Official FastDetectGPT code is public and preserved; this proxy variant adds no new frozen detector state.	existing_control	Perfect H3C+ QA AUROC coexists with a 0.48 worst case and 0.77 mean, so this variant cannot supersede the fixed same-row DW1 evidence.	Embedded source card E20	already assessed public method retained only as a control
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:mcgovern-h3c-plus	mcgovern	H3C+-trained fitted state	1.00 Huang accuracy but 0.45 mean novel-human accuracy and 0.85 original-data recall	Novel-human Table 3	One accuracy cell reaches 1.00	https://arxiv.org/abs/2604.16607	No separate primary system paper or immutable fitted checkpoint, feature schema, threshold, or timing is identified.	primary_absent	One perfect human-only cell beside weak mean accuracy does not establish a viable detector; the exact fitted state and deployment evidence are absent.	Embedded source card E20	no separate public primary system paper or state was found
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:mcgovern-m4gt	mcgovern	M4GT-trained fitted state	0.96 original-data recall but only 0.11 mean novel-human accuracy	Novel-human Table 3	Recall exceeds 0.90	https://arxiv.org/abs/2604.16607	No separate primary system paper or immutable fitted checkpoint, feature schema, threshold, or timing is identified.	primary_absent	High machine recall beside 0.11 human accuracy is not balanced detection; the exact fitted state and deployment evidence are absent.	Embedded source card E20	no separate public primary system paper or state was found
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:mcgovern-mage	mcgovern	MAGE-trained fitted state	0.98 original-data recall but only 0.02 mean novel-human accuracy	Novel-human Table 3	Recall exceeds 0.90	https://arxiv.org/abs/2604.16607	No separate primary system paper or immutable fitted checkpoint, feature schema, threshold, or timing is identified.	primary_absent	Near-perfect machine recall beside 0.02 human accuracy is not balanced detection; the exact fitted state and deployment evidence are absent.	Embedded source card E20	no separate public primary system paper or state was found
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:roberta-h3c-plus	RoBERTa	H3C+-trained fitted state	1.00 Huang human accuracy but 0.74 mean human accuracy and 0.83 original-data recall	Novel-human Table 3	One accuracy cell reaches 1.00	https://arxiv.org/abs/2604.16607	The paper identifies the training corpus but preserves no immutable fitted checkpoint, threshold, or timing.	reconstruction_only	One perfect human-only cell does not establish balanced detection, and the exact H3C+-fitted state, portable calibration, and timing are absent.	Embedded source card E20	only a non-paper-state reconstruction can be built
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:roberta-m4gt	RoBERTa	M4GT-trained fitted state	0.93 PERSUADE human accuracy but 0.72 mean human accuracy and 0.82 original-data recall	Novel-human Table 3	One accuracy cell exceeds 0.90	https://arxiv.org/abs/2604.16607	The paper identifies the training corpus but preserves no immutable fitted checkpoint, threshold, or timing.	reconstruction_only	The isolated 0.93 human-only cell does not establish balanced detection, and the exact M4GT-fitted state, portable calibration, and timing are absent.	Embedded source card E20	only a non-paper-state reconstruction can be built
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:roberta-mage	RoBERTa	MAGE-trained fitted state	0.91 original-data recall but only 0.31 mean novel-human accuracy	Novel-human Table 3	Recall exceeds 0.90	https://arxiv.org/abs/2604.16607	The paper identifies the training corpus but preserves no immutable fitted checkpoint, threshold, or timing.	reconstruction_only	High machine recall beside 0.31 human accuracy is not balanced detection, and the exact MAGE-fitted state, portable calibration, and timing are absent.	Embedded source card E20	only a non-paper-state reconstruction can be built
2604.16607	2026-04-17	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	2604.16607:roberta-raid	RoBERTa	RAID-trained fitted state	0.91 original-data recall but only 0.17 mean novel-human accuracy	Novel-human Table 3	Recall exceeds 0.90	https://arxiv.org/abs/2604.16607	The paper identifies the training corpus but preserves no immutable fitted checkpoint, threshold, or timing.	reconstruction_only	High machine recall beside 0.17 human accuracy is not balanced detection, and the exact RAID-fitted state, portable calibration, and timing are absent.	Embedded source card E20	only a non-paper-state reconstruction can be built
